Date,facility_name,Malaria_cases_OPD
1/10/2024,Save CS,281
1/10/2024,Shaba (nyamagabe) CS,22
1/10/2024,Shagasha CS,6
1/10/2024,Shingiro CS,19
1/10/2024,Shyira CS,4
1/10/2024,Shyira DH,0
1/10/2024,Shyogwe CS,28
1/10/2024,Shyorongi CS,21
1/10/2024,Simbi CS,18
1/10/2024,Solace Ministries CS,394
1/10/2024,Sovu (Huye) CS,51
1/10/2024,Sovu (Ngororero) CS,7
1/10/2024,St. Francois Rusizi CS,33
1/10/2024,Tabagwe CS,20
1/10/2024,Tanda CS,68
1/10/2024,Tare CS,13
1/10/2024,Tumba CS,20
1/10/2024,Uwinkingi CS,12
1/10/2024,WE ACT For Hope Clin,0
1/10/2024,Yove CS,20
1/10/2024,Zaza CS,3
1/11/2024,Agahabwa CS,44
1/11/2024,Arusha CS,0
1/11/2024,Avega Clinic,40
1/11/2024,Avega Rwamagana CS,10
1/11/2024,Bethsaida CS,258
1/11/2024,Bien Naitre CLIN,5
1/11/2024,Bigogwe CS,12
1/11/2024,Bigugu CS,6
1/11/2024,Biguhu CS,23
1/11/2024,Birambo CS,46
1/11/2024,Birembo CS,5
1/11/2024,Biruyi CS,13
1/11/2024,Biryogo CS,232
1/11/2024,Bisate CS,3
1/11/2024,Bisesero (karongi) CS,14
1/11/2024,Bitenga CS,12
1/11/2024,Bubangu CS,23
1/11/2024,Bubazi CS,18
1/11/2024,Bugaragara CS,94
1/11/2024,Bugarama (rusizi) CS,52
1/11/2024,Bugarura CS,5
1/11/2024,Bugesera Prison,5
1/11/2024,Bugeshi CS,7
1/11/2024,Buhabwa CS,183
1/11/2024,Bukora CS,68
1/11/2024,Bumbogo (ex-Gikomero I) CS,302
1/11/2024,Bungwe (burera) CS,6
1/11/2024,Buramba CS,18
1/11/2024,Burega CS,15
1/11/2024,Buruhukiro CS,7
1/11/2024,Busanza CS,869
1/11/2024,Busasamana CS,27
1/11/2024,Busengo CS,29
1/11/2024,Bushara CS,8
1/11/2024,Bushenge CS,11
1/11/2024,Bushenge PH,4
1/11/2024,Bushoka CS,15
1/11/2024,Busigari CS,12
1/11/2024,Busogo CS,10
1/11/2024,Busoro-gishamvu CS,15
1/11/2024,Busoro CS,29
1/11/2024,Butamwa CS,24
1/11/2024,Butare Chu Hnr (huye),0
1/11/2024,Butaro CS,9
1/11/2024,Butaro DH,0
1/11/2024,Buyoga CS,14
1/11/2024,Bweyeye CS,23
1/11/2024,Bwisige CS,1
1/11/2024,Byahi (rubavu) CS,30
1/11/2024,Byimana CS,8
1/11/2024,Byumba CS,17
1/11/2024,Byumba DH,5
1/11/2024,Camp Nyabiheke CS,10
1/11/2024,Caraes Ndera Hnr,7
1/11/2024,Carrefour CLIN,30
1/11/2024,Centre Médical BAHO,0
1/11/2024,CHK(CHUK) HNR,26
1/11/2024,Coko (ruli) CS,4
1/11/2024,Coko CS,244
1/11/2024,Cor-unum CS,304
1/11/2024,Crete Congo Nil CS,19
1/11/2024,CUSP Butare CS,29
1/11/2024,Cyabayaga CS,6
1/11/2024,Cyabingo CS,50
1/11/2024,Cyahinda CS,58
1/11/2024,Cyanika (burera) CS,22
1/11/2024,Cyanika (nyamagabe) CS,10
1/11/2024,Cyaratsi CS,6
1/11/2024,Cyarubare CS,11
1/11/2024,Cyeru CS,21
1/11/2024,Cyimbili CS,28
1/11/2024,Cyinzuzi CS,212
1/11/2024,Cyivugiza (Nyamasheke) CS,7
1/11/2024,Cyondo CS,1
1/11/2024,Cyumba CS,6
1/11/2024,Dream Medical Center Hospital,77
1/11/2024,Gacaca CS,6
1/11/2024,Gacuba Ii CS,24
1/11/2024,Gahanga CS,339
1/11/2024,Gahara CS,206
1/11/2024,Gahengeri CS,9
1/11/2024,Gahini CS,9
1/11/2024,Gahini DH,0
1/11/2024,Gahombo CS,17
1/11/2024,Gahunga CS,19
1/11/2024,Gakamba CS,2
1/11/2024,Gakenke CS,15
1/11/2024,Gakoma CS,737
1/11/2024,Gakoma DH,0
1/11/2024,Gakurazo CS,45
1/11/2024,Galien Clin,26
1/11/2024,Gasagara (ex-birehe) CS,16
1/11/2024,Gasange CS,15
1/11/2024,Gasetsa CS,3
1/11/2024,Gashaki CS,26
1/11/2024,Gashanda CS,9
1/11/2024,Gashongora CS,118
1/11/2024,Gashonyi CS,31
1/11/2024,Gashora CS,203
1/11/2024,Gashubi CS,2
1/11/2024,Gasiza (musanze) CS,12
1/11/2024,Gasovu CS,28
1/11/2024,Gatagara (Nyanza) CS,27
1/11/2024,Gataraga (MUSANZE) CS,11
1/11/2024,Gatare (macuba) CS,205
1/11/2024,Gatare (twumba) CS,38
1/11/2024,Gatebe CS,6
1/11/2024,Gatenga CS,109
1/11/2024,Gatonde CS,15
1/11/2024,Gatonde DH,0
1/11/2024,Gatsata CS,102
1/11/2024,Gatsibo CS,1
1/11/2024,Gatunda DH,0
1/11/2024,Gicumbi Prison,0
1/11/2024,Gihara CS,107
1/11/2024,Giheke CS,11
1/11/2024,Gihinga CS,27
1/11/2024,Gihogwe CS,124
1/11/2024,Gihundwe CS,19
1/11/2024,Gihundwe DH,0
1/11/2024,Gikomero (Kabgayi) CS,20
1/11/2024,Gikomero II CS,161
1/11/2024,Gikondo CS,306
1/11/2024,Gikonko (Gisagara) CS,52
1/11/2024,Gikore CS,141
1/11/2024,Gikundamvura CS,112
1/11/2024,Gisagara CS,185
1/11/2024,Gisakura CS,79
1/11/2024,Gisenyi CS,41
1/11/2024,Gisenyi DH,1
1/11/2024,Gishari(Police) CS,9
1/11/2024,Gishubi CS,572
1/11/2024,Gishweru CS,50
1/11/2024,Gisiza CS,7
1/11/2024,Gisovu CS,11
1/11/2024,Gitarama CS,156
1/11/2024,Gitare CS,5
1/11/2024,Gitega (kibangu) CS,14
1/11/2024,Giti CS,46
1/11/2024,Gitoki CS,3
1/11/2024,Gitovu CS,17
1/11/2024,Gituku CS,10
1/11/2024,Gituza CS,0
1/11/2024,Gitwe CS,6
1/11/2024,Gitwe DH,0
1/11/2024,Hanika (nyamasheke) CS,281
1/11/2024,Hanika I (NYANZA) CS,23
1/11/2024,Hopital Croix du Sud,174
1/11/2024,Horebu Medical Clin,117
1/11/2024,Humure CS,13
1/11/2024,Huye Police CS,9
1/11/2024,Huye Prison,15
1/11/2024,Igihozo Medical Clin,16
1/11/2024,Islamic (Bugarama) CS,195
1/11/2024,Jali CS,20
1/11/2024,Janja CS,16
1/11/2024,Jarama CS,280
1/11/2024,Jenda (nyamagabe) CS,336
1/11/2024,Jomba CS,11
1/11/2024,Juru CS,16
1/11/2024,Kabari (Rubavu) CS,9
1/11/2024,Kabarondo (kayonza) CS,13
1/11/2024,Kabarore CS,7
1/11/2024,Kabatwa CS,8
1/11/2024,Kabaya CS,18
1/11/2024,Kabaya DH,0
1/11/2024,Kabere CS,40
1/11/2024,Kabgayi CS,76
1/11/2024,Kabgayi DH,3
1/11/2024,Kabilizi CS,23
1/11/2024,Kabona CS,1
1/11/2024,Kabuga (karama Nyagatare) CS,0
1/11/2024,Kabuga (kicukiro) CS,463
1/11/2024,Kabuga (ntamba Kamonyi) CS,7
1/11/2024,Kabusunzu CS,48
1/11/2024,Kabutare DH,0
1/11/2024,Kabuye (kirehe) CS,322
1/11/2024,Kabuye CS,230
1/11/2024,Kacyiru CS,389
1/11/2024,Kacyiru DH,0
1/11/2024,Kaduha CS,24
1/11/2024,Kaduha DH,0
1/11/2024,Kageyo (gatsibo) CS,0
1/11/2024,Kageyo (Ngororero) CS,1
1/11/2024,Kageyo I (Kayonza Gahini) CS,66
1/11/2024,Kagitumba CS,12
1/11/2024,Kagugu CS,828
1/11/2024,Kairos CS,538
1/11/2024,Kajevuba CS,98
1/11/2024,Kamabuye CS,1149
1/11/2024,Kamonyi (gacurabwenge) CS,15
1/11/2024,Kamonyi (ruharambuga) CS,25
1/11/2024,Kamubuga CS,10
1/11/2024,Kansi CS,53
1/11/2024,Kanyinya CS,350
1/11/2024,Karama (huye) CS,52
1/11/2024,Karama (Kamonyi) CS,6
1/11/2024,Karama (kayonza) CS,12
1/11/2024,Karambi (nyamasheke) CS,34
1/11/2024,Karambi (ruhango) CS,12
1/11/2024,Karambo (gakenke) CS,12
1/11/2024,Karambo (rubavu) CS,10
1/11/2024,Karangara CS,5
1/11/2024,Karangazi CS,62
1/11/2024,Kareba CS,0
1/11/2024,Karenge CS,12
1/11/2024,Karengera CS,274
1/11/2024,Karongi (gisunzu) Police CS,7
1/11/2024,Karora CS,143
1/11/2024,Karumbi CS,1
1/11/2024,Karwasa CS,7
1/11/2024,Katabagemu CS,6
1/11/2024,Kayanga CS,113
1/11/2024,Kayenzi CS,8
1/11/2024,Kayove CS,14
1/11/2024,Kayumbu CS,5
1/11/2024,Kazo CS,13
1/11/2024,Kibagabaga DH,0
1/11/2024,Kibayi CS,524
1/11/2024,Kibeho CS,86
1/11/2024,Kibilizi (gisagara) CS,101
1/11/2024,Kibilizi (nyanza) CS,500
1/11/2024,Kibilizi DH,0
1/11/2024,Kibingo (nyamasheke) CS,326
1/11/2024,Kibingo (rutsiro) CS,48
1/11/2024,Kibirizi (Nyamagabe) CS,12
1/11/2024,Kibogora CS,196
1/11/2024,Kibogora DH,6
1/11/2024,Kibondo CS,2
1/11/2024,Kibumbwe CS,9
1/11/2024,Kibungo CS,14
1/11/2024,Kibungo RH,6
1/11/2024,Kibuye CS,151
1/11/2024,Kibuye RH,4
1/11/2024,Kicukiro CS,704
1/11/2024,Kigarama CS,48
1/11/2024,Kigembe CS,261
1/11/2024,Kigeme CS,10
1/11/2024,Kigeme DH,0
1/11/2024,Kigeme Refugee Camp CS,10
1/11/2024,Kigese CS,52
1/11/2024,Kigina CS,31
1/11/2024,Kigogo CS,7
1/11/2024,Kigoma CS,19
1/11/2024,Kigufi CS,17
1/11/2024,Kimonyi CS,14
1/11/2024,Kinazi CS,23
1/11/2024,King Faisal Hospital HNR,0
1/11/2024,Kinigi CS,15
1/11/2024,Kinihira (rulindo) CS,8
1/11/2024,Kinihira (rutsiro) CS,1
1/11/2024,Kinihira PH,2
1/11/2024,Kinini CS,9
1/11/2024,Kinoni CS,19
1/11/2024,Kintobo CS,9
1/11/2024,Kinunu CS,95
1/11/2024,Kinyababa CS,15
1/11/2024,Kinyamakara CS,9
1/11/2024,Kinyinya CS,575
1/11/2024,Kirambi CS,28
1/11/2024,Kirambo (burera) CS,22
1/11/2024,Kirambo (gitesi) CS,8
1/11/2024,Kirarambogo CS,530
1/11/2024,Kirehe CS,84
1/11/2024,Kirehe DH,4
1/11/2024,Kirinda CS,51
1/11/2024,Kirinda DH,1
1/11/2024,Kirwa CS,12
1/11/2024,Kisaro CS,26
1/11/2024,Kitabi CS,7
1/11/2024,Kivu CS,10
1/11/2024,Kivumu (muhanga) CS,16
1/11/2024,Kivumu (rutsiro) CS,43
1/11/2024,Kivuye CS,8
1/11/2024,Kiyanza CS,93
1/11/2024,Kiziba Camp CS,36
1/11/2024,Kizibere CS,24
1/11/2024,Kiziguro (gatsibo) CS,12
1/11/2024,Kiziguro DH,2
1/11/2024,Kora CS,4
1/11/2024,La Médicale (Kwa Kanimba) CLIN,206
1/11/2024,Legacy Clin,0
1/11/2024,Mahama CS,55
1/11/2024,Mahama Refugee Camp CS,30
1/11/2024,Mahama Refugee Camp II CS,27
1/11/2024,Mahembe CS,41
1/11/2024,Manyagiro CS,22
1/11/2024,Maraba (huye) CS,12
1/11/2024,Maraba (nyaruguru) CS,11
1/11/2024,Mareba CS,273
1/11/2024,Marembo CS,11
1/11/2024,Masaka CS,1017
1/11/2024,Masaka DH,36
1/11/2024,Mashesha CS,19
1/11/2024,Masoro CS,13
1/11/2024,Mata CS,76
1/11/2024,Mataba CS,3
1/11/2024,Matimba CS,82
1/11/2024,Matyazo CS,24
1/11/2024,Mayange (bugesera) CS,321
1/11/2024,Mbazi CS,10
1/11/2024,MBC Hospital,101
1/11/2024,Mbuga CS,11
1/11/2024,Mbuye CS,10
1/11/2024,Mibilizi CS,35
1/11/2024,Mibilizi DH,0
1/11/2024,Mimuri CS,9
1/11/2024,Minazi CS,6
1/11/2024,Miyove CS,15
1/11/2024,Mont Cyangugu CS,32
1/11/2024,Mpembe CS,68
1/11/2024,Mubuga CS,244
1/11/2024,Mucaca CS,13
1/11/2024,Mucubira CS,33
1/11/2024,Mudende CS,3
1/11/2024,Mugano CS,36
1/11/2024,Muganza CS,3
1/11/2024,Mugera CS,70
1/11/2024,Mugina CS,8
1/11/2024,Mugombwa CS,268
1/11/2024,Mugombwa Refugee Camp CS,34
1/11/2024,Mugonero CS,60
1/11/2024,Mugonero DH,2
1/11/2024,Muhambo CS,2
1/11/2024,Muhanga Prison,2
1/11/2024,Muhima CS,319
1/11/2024,Muhima DH,55
1/11/2024,Muhondo (gakenke) CS,48
1/11/2024,Muhondo (kageyo) CS,116
1/11/2024,Muhororo CS,7
1/11/2024,Muhororo DH,1
1/11/2024,Muhoza (Ruhengeri) CS,35
1/11/2024,Muhura CS,7
1/11/2024,Mukarange (Gicumbi) CS,4
1/11/2024,Mukarange CS,24
1/11/2024,Muko CS,3
1/11/2024,Mukoma (nyamasheke) CS,140
1/11/2024,Mukoma (ruhango) CS,18
1/11/2024,Mukono CS,6
1/11/2024,Mukungu CS,9
1/11/2024,Mukura (Huye) CS,23
1/11/2024,Mukura (Rutsiro) CS,10
1/11/2024,Mulindi (gicumbi) CS,1
1/11/2024,Mulindi (kirehe) CS,10
1/11/2024,Munanira CS,25
1/11/2024,Munini (nyaruguru) CS,70
1/11/2024,Munini DH,0
1/11/2024,Munyaga CS,3
1/11/2024,Munyiginya CS,3
1/11/2024,Munyinya CS,6
1/11/2024,Munzanga CS,16
1/11/2024,Muramba CS,31
1/11/2024,Murambi (Rutongo) CS,33
1/11/2024,Murambi (rwamagana) CS,6
1/11/2024,Murandi CS,27
1/11/2024,Murara CS,10
1/11/2024,Muremure CS,8
1/11/2024,Murunda CS,28
1/11/2024,Murunda DH,1
1/11/2024,Musambira CS,12
1/11/2024,Musango CS,4
1/11/2024,Musanze CS,9
1/11/2024,Musanze Prison,1
1/11/2024,Musasa CS,104
1/11/2024,Musaza CS,33
1/11/2024,Musebeya CS,9
1/11/2024,Musenyi (gicumbi) CS,16
1/11/2024,Musha (gisagara) CS,315
1/11/2024,Musha (rwamagana) CS,10
1/11/2024,Mushaka CS,118
1/11/2024,Mushikiri CS,17
1/11/2024,Mushishiro CS,15
1/11/2024,Mushongi CS,12
1/11/2024,Mushubati CS,46
1/11/2024,Mushubi CS,16
1/11/2024,Mutenderi CS,214
1/11/2024,Mututu CS,563
1/11/2024,Muyange CS,153
1/11/2024,Muyanza CS,28
1/11/2024,Muyongwe CS,10
1/11/2024,Muyumbu CS,149
1/11/2024,Muyunzwe CS,14
1/11/2024,Mwendo (Gitwe) CS,10
1/11/2024,Mwendo (karongi) CS,4
1/11/2024,Mwendo (nyarugenge) CS,136
1/11/2024,Mweya CS,28
1/11/2024,Mwezi CS,10
1/11/2024,Mwiyanike CS,8
1/11/2024,Mwogo CS,98
1/11/2024,Mwulire CS,9
1/11/2024,Nasho CS,25
1/11/2024,Nations Unies Clin,0
1/11/2024,Ndama (nyagatare) CS,368
1/11/2024,Ndego CS,5
1/11/2024,Ndongozi CS,10
1/11/2024,Nduba CS,27
1/11/2024,Nemba CS,12
1/11/2024,Nemba DH,0
1/11/2024,Ngange CS,39
1/11/2024,Nganzo CS,16
1/11/2024,Ngara CS,18
1/11/2024,Ngarama CS,10
1/11/2024,Ngarama DH,0
1/11/2024,Ngera CS,23
1/11/2024,Ngeruka CS,741
1/11/2024,Ngoma CS,184
1/11/2024,Ngoma Prison,0
1/11/2024,Nkanka CS,41
1/11/2024,Nkombo CS,34
1/11/2024,Nkungu CS,1
1/11/2024,Ntaganzwa CS,33
1/11/2024,Ntarama CS,119
1/11/2024,Ntaruka (kinoni Burera) CS,7
1/11/2024,Ntaruka (nasho Kirehe) CS,14
1/11/2024,Ntobwe CS,12
1/11/2024,Ntoma CS,30
1/11/2024,Ntyazo CS,412
1/11/2024,Nyabikenke CS,28
1/11/2024,Nyabikenke DH,0
1/11/2024,Nyabimata CS,26
1/11/2024,Nyabinoni CS,5
1/11/2024,Nyabinyenga CS,15
1/11/2024,Nyabirasi CS,4
1/11/2024,Nyabitare (kirehe) CS,14
1/11/2024,Nyabitimbo CS,20
1/11/2024,Nyacyonga CS,113
1/11/2024,Nyagahanga CS,1
1/11/2024,Nyagahita CS,1
1/11/2024,Nyagasambu CS,74
1/11/2024,Nyagatare CS,27
1/11/2024,Nyagatare DH,3
1/11/2024,Nyagatare Prison,9
1/11/2024,Nyagihamba CS,3
1/11/2024,Nyagihanga CS,0
1/11/2024,Nyakabungo CS,28
1/11/2024,Nyakabuye CS,20
1/11/2024,Nyakaliro CS,68
1/11/2024,Nyakarenzo CS,46
1/11/2024,Nyakigando (Nyagatare) CS,11
1/11/2024,Nyakigezi CS,33
1/11/2024,Nyakiliba CS,9
1/11/2024,Nyakinama CS,300
1/11/2024,Nyakiriba CS,3
1/11/2024,Nyamagabe CS,24
1/11/2024,Nyamagabe Prison,1
1/11/2024,Nyamasheke CS,326
1/11/2024,Nyamata CS,746
1/11/2024,Nyamata DH,4
1/11/2024,Nyamirama CS,13
1/11/2024,Nyamiyaga (Gicumbi) CS,56
1/11/2024,Nyamiyaga (Kamonyi) CS,26
1/11/2024,Nyamiyaga (Nyanza) CS,52
1/11/2024,Nyamugali CS,8
1/11/2024,Nyamure CS,42
1/11/2024,Nyamyumba CS,25
1/11/2024,Nyange (Musanze) CS,10
1/11/2024,Nyange (ruli) CS,19
1/11/2024,Nyange A CS,48
1/11/2024,Nyange B CS,29
1/11/2024,Nyange CS,3
1/11/2024,Nyantanga CS,59
1/11/2024,Nyanza CS,15
1/11/2024,Nyanza DH,1
1/11/2024,Nyanza Prison,0
1/11/2024,Nyarubuye (kirehe) CS,18
1/11/2024,Nyarugenge CS,186
1/11/2024,Nyarugenge Prison,2
1/11/2024,Nyarugunga CS,622
1/11/2024,Nyarurama CS,14
1/11/2024,Nyarurema CS,0
1/11/2024,Nyarurenzi CS,63
1/11/2024,Nyarusange (muhanga) CS,49
1/11/2024,Nyarusange (nyanza) CS,10
1/11/2024,Nyarusiza CS,11
1/11/2024,Nyarwungo CS,1
1/11/2024,Nyundo (gakenke) CS,63
1/11/2024,Nyundo (rubavu) CS,15
1/11/2024,Nzangwa CS,794
1/11/2024,Nzige CS,14
1/11/2024,Polyclin Saint Jean CLIN,46
1/11/2024,Polyclinique de l'Etoile,0
1/11/2024,Polyclinique Familiale Clin,334
1/11/2024,Polyclinique Medico Sociale,107
1/11/2024,Ramba CS,8
1/11/2024,Rambura CS,8
1/11/2024,Rangiro CS,46
1/11/2024,Rango CS,30
1/11/2024,Remera-mbogo CS,11
1/11/2024,Remera (Gasabo) CS,701
1/11/2024,Remera (Ngoma) CS,7
1/11/2024,Remera Rukoma CS,19
1/11/2024,Remera Rukoma DH,5
1/11/2024,Rilima CS,43
1/11/2024,Rubavu Prison,0
1/11/2024,Rubaya (gicumbi) CS,7
1/11/2024,Rubaya (ngororera) CS,7
1/11/2024,Rubengera CS,53
1/11/2024,Rubona (huye) CS,13
1/11/2024,Rubona (ngoma) CS,1
1/11/2024,Rubona (ngororera) CS,18
1/11/2024,Rubona (rwamagana) CS,9
1/11/2024,Rubungo CS,794
1/11/2024,Rufungo CS,7
1/11/2024,Rugabano CS,14
1/11/2024,Rugarama (gatsibo) CS,5
1/11/2024,Rugarama (nyarugenge) CS,27
1/11/2024,Rugarama CS,24
1/11/2024,Rugege CS,6
1/11/2024,Rugendabali CS,8
1/11/2024,Rugerero CS,23
1/11/2024,Ruhango (RONGI) HP,1
1/11/2024,Ruhango CS,21
1/11/2024,Ruhango PH,0
1/11/2024,Ruhashya CS,19
1/11/2024,Ruhenda CS,4
1/11/2024,Ruhengeri RH,12
1/11/2024,Ruheru (kanjongo Nyamasheke) CS,38
1/11/2024,Ruheru CS,11
1/11/2024,Ruhombo CS,4
1/11/2024,Ruhuha CS,1011
1/11/2024,Ruhunda CS,6
1/11/2024,Ruhunde CS,17
1/11/2024,Rukara CS,46
1/11/2024,Rukira CS,11
1/11/2024,Rukoma Sake CS,52
1/11/2024,Rukomo CS,14
1/11/2024,Rukozo CS,8
1/11/2024,Rukumberi CS,70
1/11/2024,Rukura CS,13
1/11/2024,Ruli CS,14
1/11/2024,Ruli DH,2
1/11/2024,Rulindo CS,16
1/11/2024,Runyombyi CS,37
1/11/2024,Ruramba CS,14
1/11/2024,Ruramira CS,9
1/11/2024,Rurembo CS,7
1/11/2024,Rurenge CS,2
1/11/2024,Rusasa CS,9
1/11/2024,Rusatira-kinazi CS,8
1/11/2024,Rushaki CS,2
1/11/2024,Rushashi CS,10
1/11/2024,Rusizi Prison,1
1/11/2024,Rusoro CS,7
1/11/2024,Rusumo CS,47
1/11/2024,Rususa CS,27
1/11/2024,Rutake CS,6
1/11/2024,Rutare (Gicumbi) CS,51
1/11/2024,Rutare (kayonza) CS,8
1/11/2024,Rutenderi CS,6
1/11/2024,Rutobwe CS,14
1/11/2024,Rutonde CS,0
1/11/2024,Rutongo DH,1
1/11/2024,Rutsiro CS,0
1/11/2024,Ruvune CS,5
1/11/2024,Ruyenzi CS,30
1/11/2024,Rwahi CS,19
1/11/2024,Rwamagana CS,10
1/11/2024,Rwamagana PH,2
1/11/2024,Rwamagana Prison,0
1/11/2024,Rwampara CS,223
1/11/2024,Rwanda Military Hospital,0
1/11/2024,Rwanda Women's Network CS,452
1/11/2024,Rwaniro CS,1
1/11/2024,Rwankeri CS,7
1/11/2024,Rwankuba CS,16
1/11/2024,Rwantonde CS,190
1/11/2024,Rwaza CS,35
1/11/2024,Rwempasha CS,26
1/11/2024,Rwerere CS,7
1/11/2024,Rwesero CS,13
1/11/2024,Rwimbogo CS,20
1/11/2024,Rwimitereri CS,7
1/11/2024,Rwinkwavu CS,27
1/11/2024,Rwinkwavu DH,10
1/11/2024,Rwinzuki CS,231
1/11/2024,Ryamanyoni CS,13
1/11/2024,Saint Therese (Rwamagana) Clin,0
1/11/2024,Salem Clin,51
1/11/2024,Sangaza CS,26
1/11/2024,Save CS,43
1/11/2024,Shaba (nyamagabe) CS,6
1/11/2024,Shagasha CS,8
1/11/2024,Shingiro CS,19
1/11/2024,Shyira CS,4
1/11/2024,Shyira DH,2
1/11/2024,Shyogwe CS,53
1/11/2024,Shyorongi CS,20
1/11/2024,Simbi CS,13
1/11/2024,Solace Ministries CS,627
1/11/2024,Sovu (Huye) CS,26
1/11/2024,Sovu (Ngororero) CS,8
1/11/2024,St. Francois Rusizi CS,34
1/11/2024,Tabagwe CS,23
1/11/2024,Tanda CS,44
1/11/2024,Tare CS,20
1/11/2024,Tumba CS,18
1/11/2024,Uwinkingi CS,4
1/11/2024,WE ACT For Hope Clin,4
1/11/2024,Yove CS,14
1/11/2024,Zaza CS,14
1/12/2024,Agahabwa CS,20
1/12/2024,Arusha CS,1
1/12/2024,Avega Clinic,49
1/12/2024,Avega Rwamagana CS,10
1/12/2024,Bethsaida CS,236
1/12/2024,Bien Naitre CLIN,0
1/12/2024,Bigogwe CS,12
1/12/2024,Bigugu CS,4
1/12/2024,Biguhu CS,10
1/12/2024,Birambo CS,157
1/12/2024,Birembo CS,7
1/12/2024,Biruyi CS,8
1/12/2024,Biryogo CS,215
1/12/2024,Bisate CS,0
1/12/2024,Bisesero (karongi) CS,10
1/12/2024,Bitenga CS,11
1/12/2024,Bubangu CS,13
1/12/2024,Bubazi CS,9
1/12/2024,Bugaragara CS,87
1/12/2024,Bugarama (rusizi) CS,30
1/12/2024,Bugarura CS,7
1/12/2024,Bugesera Prison,2
1/12/2024,Bugeshi CS,10
1/12/2024,Buhabwa CS,175
1/12/2024,Bukora CS,186
1/12/2024,Bumbogo (ex-Gikomero I) CS,254
1/12/2024,Bungwe (burera) CS,18
1/12/2024,Buramba CS,42
1/12/2024,Burega CS,6
1/12/2024,Buruhukiro CS,0
1/12/2024,Busanza CS,622
1/12/2024,Busasamana CS,18
1/12/2024,Busengo CS,35
1/12/2024,Bushara CS,13
1/12/2024,Bushenge CS,12
1/12/2024,Bushenge PH,1
1/12/2024,Bushoka CS,12
1/12/2024,Busigari CS,5
1/12/2024,Busogo CS,14
1/12/2024,Busoro-gishamvu CS,40
1/12/2024,Busoro CS,8
1/12/2024,Butamwa CS,18
1/12/2024,Butare Chu Hnr (huye),2
1/12/2024,Butaro CS,17
1/12/2024,Butaro DH,0
1/12/2024,Buyoga CS,17
1/12/2024,Bweyeye CS,35
1/12/2024,Bwisige CS,1
1/12/2024,Byahi (rubavu) CS,12
1/12/2024,Byimana CS,8
1/12/2024,Byumba CS,18
1/12/2024,Byumba DH,0
1/12/2024,Camp Nyabiheke CS,10
1/12/2024,Caraes Ndera Hnr,0
1/12/2024,Carrefour CLIN,34
1/12/2024,CHK(CHUK) HNR,25
1/12/2024,Coko (ruli) CS,1
1/12/2024,Coko CS,158
1/12/2024,Cor-unum CS,320
1/12/2024,Crete Congo Nil CS,13
1/12/2024,CUSP Butare CS,14
1/12/2024,Cyabayaga CS,8
1/12/2024,Cyabingo CS,34
1/12/2024,Cyahinda CS,59
1/12/2024,Cyanika (burera) CS,14
1/12/2024,Cyanika (nyamagabe) CS,7
1/12/2024,Cyaratsi CS,3
1/12/2024,Cyarubare CS,10
1/12/2024,Cyeru CS,8
1/12/2024,Cyimbili CS,21
1/12/2024,Cyinzuzi CS,145
1/12/2024,Cyivugiza (Nyamasheke) CS,4
1/12/2024,Cyondo CS,1
1/12/2024,Cyumba CS,11
1/12/2024,Dream Medical Center Hospital,63
1/12/2024,Gacaca CS,14
1/12/2024,Gacuba Ii CS,21
1/12/2024,Gahanga CS,286
1/12/2024,Gahara CS,50
1/12/2024,Gahengeri CS,14
1/12/2024,Gahini CS,5
1/12/2024,Gahini DH,0
1/12/2024,Gahombo CS,6
1/12/2024,Gahunga CS,15
1/12/2024,Gakamba CS,1
1/12/2024,Gakenke CS,7
1/12/2024,Gakoma CS,157
1/12/2024,Gakoma DH,0
1/12/2024,Gakurazo CS,15
1/12/2024,Galien Clin,37
1/12/2024,Gasagara (ex-birehe) CS,17
1/12/2024,Gasange CS,10
1/12/2024,Gasetsa CS,0
1/12/2024,Gashaki CS,10
1/12/2024,Gashanda CS,5
1/12/2024,Gashongora CS,102
1/12/2024,Gashonyi CS,41
1/12/2024,Gashora CS,52
1/12/2024,Gashubi CS,1
1/12/2024,Gasiza (musanze) CS,15
1/12/2024,Gasovu CS,37
1/12/2024,Gatagara (Nyanza) CS,12
1/12/2024,Gataraga (MUSANZE) CS,15
1/12/2024,Gatare (macuba) CS,152
1/12/2024,Gatare (twumba) CS,29
1/12/2024,Gatebe CS,8
1/12/2024,Gatenga CS,91
1/12/2024,Gatonde CS,11
1/12/2024,Gatonde DH,2
1/12/2024,Gatsata CS,119
1/12/2024,Gatsibo CS,2
1/12/2024,Gatunda DH,0
1/12/2024,Gicumbi Prison,0
1/12/2024,Gihara CS,92
1/12/2024,Giheke CS,4
1/12/2024,Gihinga CS,8
1/12/2024,Gihogwe CS,90
1/12/2024,Gihundwe CS,16
1/12/2024,Gihundwe DH,0
1/12/2024,Gikomero (Kabgayi) CS,38
1/12/2024,Gikomero II CS,167
1/12/2024,Gikondo CS,274
1/12/2024,Gikonko (Gisagara) CS,23
1/12/2024,Gikore CS,28
1/12/2024,Gikundamvura CS,37
1/12/2024,Gisagara CS,36
1/12/2024,Gisakura CS,35
1/12/2024,Gisenyi CS,21
1/12/2024,Gisenyi DH,2
1/12/2024,Gishari(Police) CS,9
1/12/2024,Gishubi CS,117
1/12/2024,Gishweru CS,60
